카테고리,단어,뜻,예문,해석,학습 상태
기타,paint,[동사] 칠하다,Learners practice how to paint in English.,학습자는 영어로 칠하다 방법을 연습한다.,미학습
기타,sing,[동사] 노래하다,Learners practice how to sing in English.,학습자는 영어로 노래하다 방법을 연습한다.,미학습
기타,dance,[동사] 춤추다,Learners practice how to dance in English.,학습자는 영어로 춤추다 방법을 연습한다.,미학습
기타,laugh,[동사] 웃다,Learners practice how to laugh in English.,학습자는 영어로 웃다 방법을 연습한다.,미학습
기타,cry,[동사] 울다,Learners practice how to cry in English.,학습자는 영어로 울다 방법을 연습한다.,미학습
기타,wait,[동사] 기다리다,Learners practice how to wait in English.,학습자는 영어로 기다리다 방법을 연습한다.,미학습
기타,rest,[동사] 쉬다,Learners practice how to rest in English.,학습자는 영어로 쉬다 방법을 연습한다.,미학습
기타,small,[형용사] 작은,The situation is small.,그 상황은 작은 상태이다.,미학습
기타,large,[형용사] 큰,The situation is large.,그 상황은 큰 상태이다.,미학습
기타,young,[형용사] 어린,The situation is young.,그 상황은 어린 상태이다.,미학습
기타,old,[형용사] 나이든,The situation is old.,그 상황은 나이든 상태이다.,미학습
기타,new,[형용사] 새로운,The situation is new.,그 상황은 새로운 상태이다.,미학습
기타,early,[형용사] 이른,The situation is early.,그 상황은 이른 상태이다.,미학습
기타,late,[형용사] 늦은,The situation is late.,그 상황은 늦은 상태이다.,미학습
기타,good,[형용사] 좋은,The situation is good.,그 상황은 좋은 상태이다.,미학습
기타,bad,[형용사] 나쁜,The situation is bad.,그 상황은 나쁜 상태이다.,미학습
기타,wrong,[형용사] 틀린,The situation is wrong.,그 상황은 틀린 상태이다.,미학습
기타,easy,[형용사] 쉬운,The situation is easy.,그 상황은 쉬운 상태이다.,미학습
기타,hard,[형용사] 어려운,The situation is hard.,그 상황은 어려운 상태이다.,미학습
기타,simple,[형용사] 단순한,The situation is simple.,그 상황은 단순한 상태이다.,미학습
기타,clear,[형용사] 명확한,The situation is clear.,그 상황은 명확한 상태이다.,미학습
기타,dark,[형용사] 어두운,The situation is dark.,그 상황은 어두운 상태이다.,미학습
기타,bright,[형용사] 밝은,The situation is bright.,그 상황은 밝은 상태이다.,미학습
기타,hot,[형용사] 뜨거운,The situation is hot.,그 상황은 뜨거운 상태이다.,미학습
기타,cold,[형용사] 차가운,The situation is cold.,그 상황은 차가운 상태이다.,미학습
기타,warm,[형용사] 따뜻한,The situation is warm.,그 상황은 따뜻한 상태이다.,미학습
기타,cool,[형용사] 시원한,The situation is cool.,그 상황은 시원한 상태이다.,미학습
기타,fast,[형용사] 빠른,The situation is fast.,그 상황은 빠른 상태이다.,미학습
기타,slow,[형용사] 느린,The situation is slow.,그 상황은 느린 상태이다.,미학습
기타,high,[형용사] 높은,The situation is high.,그 상황은 높은 상태이다.,미학습
기타,low,[형용사] 낮은,The situation is low.,그 상황은 낮은 상태이다.,미학습
기타,short,[형용사] 짧은,The situation is short.,그 상황은 짧은 상태이다.,미학습
기타,long,[형용사] 긴,The situation is long.,그 상황은 긴 상태이다.,미학습
기타,strong,[형용사] 강한,The situation is strong.,그 상황은 강한 상태이다.,미학습
기타,weak,[형용사] 약한,The situation is weak.,그 상황은 약한 상태이다.,미학습
기타,clean,[형용사] 깨끗한,The situation is clean.,그 상황은 깨끗한 상태이다.,미학습
기타,dirty,[형용사] 더러운,The situation is dirty.,그 상황은 더러운 상태이다.,미학습
기타,safe,[형용사] 안전한,The situation is safe.,그 상황은 안전한 상태이다.,미학습
기타,dangerous,[형용사] 위험한,The situation is dangerous.,그 상황은 위험한 상태이다.,미학습
기타,healthy,[형용사] 건강한,The situation is healthy.,그 상황은 건강한 상태이다.,미학습
기타,sick,[형용사] 아픈,The situation is sick.,그 상황은 아픈 상태이다.,미학습
기타,happy,[형용사] 행복한,The situation is happy.,그 상황은 행복한 상태이다.,미학습
기타,sad,[형용사] 슬픈,The situation is sad.,그 상황은 슬픈 상태이다.,미학습
기타,angry,[형용사] 화난,The situation is angry.,그 상황은 화난 상태이다.,미학습
기타,afraid,[형용사] 두려운,The situation is afraid.,그 상황은 두려운 상태이다.,미학습
기타,busy,[형용사] 바쁜,The situation is busy.,그 상황은 바쁜 상태이다.,미학습
기타,free,[형용사] 자유로운,The situation is free.,그 상황은 자유로운 상태이다.,미학습
기타,ready,[형용사] 준비된,The situation is ready.,그 상황은 준비된 상태이다.,미학습
기타,able,[형용사] 할 수 있는,The situation is able.,그 상황은 할 수 있는 상태이다.,미학습
기타,polite,[형용사] 공손한,The situation is polite.,그 상황은 공손한 상태이다.,미학습
기타,quiet,[형용사] 조용한,The situation is quiet.,그 상황은 조용한 상태이다.,미학습
기타,loud,[형용사] 시끄러운,The situation is loud.,그 상황은 시끄러운 상태이다.,미학습
기타,rich,[형용사] 부유한,The situation is rich.,그 상황은 부유한 상태이다.,미학습
기타,poor,[형용사] 가난한,The situation is poor.,그 상황은 가난한 상태이다.,미학습
기타,full,[형용사] 가득 찬,The situation is full.,그 상황은 가득 찬 상태이다.,미학습
기타,empty,[형용사] 빈,The situation is empty.,그 상황은 빈 상태이다.,미학습
기타,heavy,[형용사] 무거운,The situation is heavy.,그 상황은 무거운 상태이다.,미학습
기타,beautiful,[형용사] 아름다운,The situation is beautiful.,그 상황은 아름다운 상태이다.,미학습
기타,ugly,[형용사] 못생긴,The situation is ugly.,그 상황은 못생긴 상태이다.,미학습
기타,important,[형용사] 중요한,The situation is important.,그 상황은 중요한 상태이다.,미학습
기타,useful,[형용사] 유용한,The situation is useful.,그 상황은 유용한 상태이다.,미학습
기타,special,[형용사] 특별한,The situation is special.,그 상황은 특별한 상태이다.,미학습
기타,common,[형용사] 흔한,The situation is common.,그 상황은 흔한 상태이다.,미학습
기타,private,[형용사] 사적인,The situation is private.,그 상황은 사적인 상태이다.,미학습
기타,local,[형용사] 지역의,The situation is local.,그 상황은 지역의 상태이다.,미학습
기타,global,[형용사] 세계적인,The situation is global.,그 상황은 세계적인 상태이다.,미학습
기타,basic,[형용사] 기본적인,The situation is basic.,그 상황은 기본적인 상태이다.,미학습
기타,advanced,[형용사] 고급의,The situation is advanced.,그 상황은 고급의 상태이다.,미학습
기타,natural,[형용사] 자연의,The situation is natural.,그 상황은 자연의 상태이다.,미학습
기타,modern,[형용사] 현대의,The situation is modern.,그 상황은 현대의 상태이다.,미학습
기타,quick,[형용사] 빠른,The situation is quick.,그 상황은 빠른 상태이다.,미학습
기타,careful,[형용사] 주의 깊은,The situation is careful.,그 상황은 주의 깊은 상태이다.,미학습
기타,possible,[형용사] 가능한,The situation is possible.,그 상황은 가능한 상태이다.,미학습
기타,main,[형용사] 주요한,The situation is main.,그 상황은 주요한 상태이다.,미학습
기타,final,[형용사] 최종의,The situation is final.,그 상황은 최종의 상태이다.,미학습
기타,daily,[형용사] 매일의,The situation is daily.,그 상황은 매일의 상태이다.,미학습
기타,weekly,[형용사] 매주의,The situation is weekly.,그 상황은 매주의 상태이다.,미학습
기타,monthly,[형용사] 매월의,The situation is monthly.,그 상황은 매월의 상태이다.,미학습
기타,accurate,[형용사] 정확한,The situation is accurate.,그 상황은 정확한 상태이다.,미학습
기타,active,[형용사] 활동적인,The situation is active.,그 상황은 활동적인 상태이다.,미학습
기타,calm,[형용사] 차분한,The situation is calm.,그 상황은 차분한 상태이다.,미학습
기타,eager,[형용사] 열망하는,The situation is eager.,그 상황은 열망하는 상태이다.,미학습
기타,creative,[형용사] 창의적인,The situation is creative.,그 상황은 창의적인 상태이다.,미학습
기타,usually,[부사] 보통,She worked usually today.,그녀는 오늘 보통 일했다.,미학습
기타,often,[부사] 자주,She worked often today.,그녀는 오늘 자주 일했다.,미학습
